"Period","Status","response","SE","df","asymp.LCL","asymp.UCL","reporting_name","metric","model_family","family_code","family_selection_reason","1","metric_id"
"Bloom","Fished",7.312500039825709,0.6760408128974084,Inf,6.100596164312624,8.765152682168392,"Middle/Long Spit - Middle Spit Sanctuary Zone","Species richness","Poisson","poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",NA,"richness"
"Pre-bloom","No-take",8.727272769211513,0.6298366110476284,Inf,7.576146687160839,10.05330191366236,"Middle/Long Spit - Middle Spit Sanctuary Zone","Species richness","Poisson","poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",NA,"richness"
"Bloom","No-take",7.375000053697812,0.9601431445592559,Inf,5.714063142867584,9.51873026813403,"Middle/Long Spit - Middle Spit Sanctuary Zone","Species richness","Poisson","poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",NA,"richness"
"Pre-bloom","Fished",6.74618087274999,1.1054296591527217,Inf,4.893054328669234,9.301134487962134,"O'Sullivan","Species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"richness"
"Bloom","Fished",4.396314047308392,0.8536568831625588,Inf,3.0047347848654797,6.432373765535642,"O'Sullivan","Species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"richness"
"Pre-bloom","Fished",4.2994132773699025,1.0657264925046444,Inf,2.64493951246964,6.988800478225225,"Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone","Species richness","Poisson","poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",NA,"richness"
"Bloom","Fished",2.5401716549438005,0.7864214657042243,Inf,1.384638240434006,4.66004176986867,"Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone","Species richness","Poisson","poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",NA,"richness"
"Pre-bloom","No-take",5.487746854033165,1.0598215015903822,Inf,3.7584234649221497,8.0127654094919,"Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone","Species richness","Poisson","poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",NA,"richness"
"Bloom","No-take",2.9691024517537605,0.8715121188677799,Inf,1.6702229168944047,5.278079518512278,"Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone","Species richness","Poisson","poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",NA,"richness"
"Pre-bloom","No-take",12.916666838593299,1.3105517062876941,Inf,10.587313924731475,15.758509042551825,"Orcades Bank - Orcades Bank Sanctuary Zone","Species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary","overall","richness"
"Pre-bloom","Fished",8.562954748170895,1.0151995257285944,Inf,6.787465238608024,10.802883173845887,"Port Gibbon - Port Gibbon Sanctuary Zone","Species richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"richness"
"Bloom","Fished",9.355272442864237,1.023093931967045,Inf,7.550381867192348,11.591615367231777,"Port Gibbon - Port Gibbon Sanctuary Zone","Species richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"richness"
"Pre-bloom","No-take",6.826902654589541,0.8816368691699149,Inf,5.300272688841971,8.793245667030872,"Port Gibbon - Port Gibbon Sanctuary Zone","Species richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"richness"
"Bloom","No-take",9.042725302261715,0.9934197692423196,Inf,7.291009389049979,11.215303194503086,"Port Gibbon - Port Gibbon Sanctuary Zone","Species richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"richness"
"Pre-bloom","No-take",8.49675602835925,0.9486239869286902,Inf,6.826850388935858,10.575134782866206,"Port Noarlunga - Port Noarlunga Reef Sanctuary Zone","Species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"richness"
"Bloom","No-take",8.44294113934108,2.362031935298869,Inf,4.879306696253529,14.609299951796714,"Port Noarlunga - Port Noarlunga Reef Sanctuary Zone","Species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"richness"
"Pre-bloom","Fished",8.893253755023464,0.7865720518497665,Inf,7.477826368317331,10.576597858213688,"Rapid Head - Rapid Head Sanctuary Zone","Species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"richness"
"Bloom","Fished",9.044275715125107,1.7578286923414228,Inf,6.179250999490299,13.237676090184555,"Rapid Head - Rapid Head Sanctuary Zone","Species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"richness"
"Pre-bloom","No-take",10.195763104788172,0.8880419497017812,Inf,8.595691783841316,12.093684592597628,"Rapid Head - Rapid Head Sanctuary Zone","Species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"richness"
"Bloom","No-take",8.798021072328094,1.7157765809770087,Inf,6.003229933735704,12.893921379579957,"Rapid Head - Rapid Head Sanctuary Zone","Species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"richness"
"Pre-bloom","Fished",12.017763324614867,0.8932877886092496,Inf,10.388511123403417,13.902534599119921,"Sponge Gardens - Sponge Gardens Sanctuary Zone","Species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"richness"
"Bloom","Fished",13.327056582874993,1.3941596351891379,Inf,10.85647934765197,16.35985584972951,"Sponge Gardens - Sponge Gardens Sanctuary Zone","Species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"richness"
"Pre-bloom","No-take",13.60311377550088,1.0038294311901521,Inf,11.771306972166505,15.71997950837267,"Sponge Gardens - Sponge Gardens Sanctuary Zone","Species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"richness"
"Bloom","No-take",14.878430413884328,1.55892835829729,Inf,12.11630344971632,18.270233367750546,"Sponge Gardens - Sponge Gardens Sanctuary Zone","Species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"richness"
"Pre-bloom","Fished",10.080937147363459,1.0521809476125221,Inf,8.215957236939344,12.369257876876505,"The Pages - The Pages Sanctuary Zone","Species richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"richness"
"Bloom","Fished",8.891964821588807,1.1319728912840596,Inf,6.928469549413982,11.411905302385353,"The Pages - The Pages Sanctuary Zone","Species richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"richness"
"Pre-bloom","No-take",10.453620161487837,1.0892965315741938,Inf,8.522541569645004,12.822251858516525,"The Pages - The Pages Sanctuary Zone","Species richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"richness"
"Bloom","No-take",8.333130313306974,1.0680598452681067,Inf,6.482005763242242,10.712897111622098,"The Pages - The Pages Sanctuary Zone","Species richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"richness"
"Pre-bloom","Fished",7.343043880968285,1.771373401761413,Inf,4.576563669205418,11.781829629213352,"Victor Harbor - Encounter Bay Sanctuary Zone","Species richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"richness"
"Bloom","Fished",8.367990247040323,1.9858697947182167,Inf,5.255526344765507,13.323738895211697,"Victor Harbor - Encounter Bay Sanctuary Zone","Species richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"richness"
"Pre-bloom","No-take",5.756320849084103,2.410091389324209,Inf,2.5337208121130312,13.077695679488363,"Victor Harbor - Encounter Bay Sanctuary Zone","Species richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"richness"
"Bloom","No-take",9.464719858010152,3.8935004132936775,Inf,4.226190900548328,21.196610398973927,"Victor Harbor - Encounter Bay Sanctuary Zone","Species richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"richness"
"Pre-bloom","Fished",7.131741244418774,0.8779245895509561,Inf,5.6028862208603725,9.077773699558291,"Windara Reef - Windara Shell fish Reef Sanctuary Zone","Species richness","Poisson","poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",NA,"richness"
"Bloom","Fished",4.086835838599143,0.8153877319055085,Inf,2.7641344212986505,6.042480077293523,"Windara Reef - Windara Shell fish Reef Sanctuary Zone","Species richness","Poisson","poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",NA,"richness"
"Pre-bloom","Fished",0.5031823051584419,0.2692942832685455,Inf,0.1762695626974451,1.4363933758612155,"Aldinga - Aldinga Reef Sanctuary Zone","Shark and ray richness","Poisson","poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",NA,"sharks_rays"
"Bloom","Fished",0.38582923292064425,0.29114811120146544,Inf,0.0879175178071457,1.6932256584254184,"Aldinga - Aldinga Reef Sanctuary Zone","Shark and ray richness","Poisson","poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",NA,"sharks_rays"
"Pre-bloom","No-take",0.2950430705365728,0.18805525967602565,Inf,0.0845949696078518,1.029025885051791,"Aldinga - Aldinga Reef Sanctuary Zone","Shark and ray richness","Poisson","poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",NA,"sharks_rays"
"Bloom","No-take",0.135611676268185,0.13945581123423417,Inf,0.018070361460339926,1.0177177020299104,"Aldinga - Aldinga Reef Sanctuary Zone","Shark and ray richness","Poisson","poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",NA,"sharks_rays"
"Pre-bloom","Fished",0.36187691553689016,0.1508424904231896,Inf,0.15986426630532946,0.8191630626720477,"Bay of Shoals - Bay of Shoals Sanctuary Zone","Shark and ray richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"sharks_rays"
"Bloom","Fished",0.3975876140794585,0.272984585565557,Inf,0.10351323381964177,1.5271082260343922,"Bay of Shoals - Bay of Shoals Sanctuary Zone","Shark and ray richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"sharks_rays"
"Pre-bloom","No-take",0.3618769142092075,0.1508424873275624,Inf,0.15986426791995384,0.8191630483877044,"Bay of Shoals - Bay of Shoals Sanctuary Zone","Shark and ray richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"sharks_rays"
"Bloom","No-take",0.15903504903732305,0.13968155662608972,Inf,0.028436542335953517,0.8894241263054624,"Bay of Shoals - Bay of Shoals Sanctuary Zone","Shark and ray richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"sharks_rays"
"Pre-bloom","Fished",0.27109689543972953,0.0786291296114775,Inf,0.15354704551227358,0.47863849461815294,"Boston Bay","Shark and ray richness","Poisson","poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",NA,"sharks_rays"
"Bloom","Fished",0.18276002480972725,0.08210070329309911,Inf,0.07577023823899033,0.4408225108531373,"Boston Bay","Shark and ray richness","Poisson","poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",NA,"sharks_rays"
"Pre-bloom","Fished",0.5833333333153284,0.22047925754561631,Inf,0.2780948062989891,1.2236034979773336,"Cape Elizabeth - Cape Elizabeth Sanctuary Zone","Shark and ray richness","Poisson","poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",NA,"sharks_rays"
"Bloom","Fished",2.3214630600546867e-10,4.398354194954141e-6,Inf,2.220446049250313e-16,NA,"Cape Elizabeth - Cape Elizabeth Sanctuary Zone","Shark and ray richness","Poisson","poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",NA,"sharks_rays"
"Pre-bloom","No-take",0.916666666700769,0.2763853761698266,Inf,0.5076501732283056,1.655229963769559,"Cape Elizabeth - Cape Elizabeth Sanctuary Zone","Shark and ray richness","Poisson","poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",NA,"sharks_rays"
"Bloom","No-take",0.16666666665876934,0.11785112387020956,Inf,0.04168294530692491,0.666406310077386,"Cape Elizabeth - Cape Elizabeth Sanctuary Zone","Shark and ray richness","Poisson","poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",NA,"sharks_rays"
"Pre-bloom","Fished",0.4639805506352151,0.23463686612427995,Inf,0.17220417117198772,1.2501320374681868,"Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Shark and ray richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"sharks_rays"
"Bloom","Fished",0.240570459835745,0.16895315294763327,Inf,0.060735361132648026,0.9528904589730315,"Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Shark and ray richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"sharks_rays"
"Pre-bloom","No-take",0.1626216256371917,0.09181008667128604,Inf,0.05378011760861027,0.4917392207533758,"Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Shark and ray richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"sharks_rays"
"Bloom","No-take",0.06271598152622967,0.0704699797531045,Inf,0.0069332508523531405,0.5673088169690881,"Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Shark and ray richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"sharks_rays"
"Pre-bloom","Fished",1.0122861359493753,0.36313436932980625,Inf,0.5011345116602264,2.0448067279191675,"Chinamans Hat - Chinamans Hat Sanctuary Zone","Shark and ray richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"sharks_rays"
"Bloom","Fished",0.7552675962599869,0.3067381496512615,Inf,0.3407225528273418,1.6741748887089327,"Chinamans Hat - Chinamans Hat Sanctuary Zone","Shark and ray richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"sharks_rays"
"Pre-bloom","No-take",0.3891463429096843,0.19593770382796397,Inf,0.1450532500130917,1.0439950582721447,"Chinamans Hat - Chinamans Hat Sanctuary Zone","Shark and ray richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"sharks_rays"
"Bloom","No-take",0.7884850862010313,0.31555448862590185,Inf,0.359865032699145,1.7276163968984728,"Chinamans Hat - Chinamans Hat Sanctuary Zone","Shark and ray richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"sharks_rays"
"Pre-bloom","No-take",0.6603773584907039,0.11162413777951062,Inf,0.4741468451983411,0.919753574285061,"Dangerous Reef - Dangerous Reef Sanctuary Zone","Shark and ray richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"sharks_rays"
"Bloom","No-take",1.0833333333333706,0.21245912946206008,Inf,0.7376116419268597,1.5910962414386147,"Dangerous Reef - Dangerous Reef Sanctuary Zone","Shark and ray richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"sharks_rays"
"Pre-bloom","Fished",0.5534904219976756,0.10457284009523354,Inf,0.3821991251300078,0.8015498390765737,"Glenelg","Shark and ray richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"sharks_rays"
"Bloom","Fished",0.0542013281996036,0.03853148014044994,Inf,0.013455337171646537,0.21833596149427792,"Glenelg","Shark and ray richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"sharks_rays"
"Pre-bloom","Fished",1.560277888351915,0.2282379020839975,Inf,1.1713534074551177,2.0783369676356123,"Middle/Long Spit - Middle Spit Sanctuary Zone","Shark and ray richness","Poisson","poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",NA,"sharks_rays"
"Bloom","Fished",0.4978774961195383,0.18267915748808544,Inf,0.2425510377730007,1.021978728346029,"Middle/Long Spit - Middle Spit Sanctuary Zone","Shark and ray richness","Poisson","poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",NA,"sharks_rays"
"Pre-bloom","No-take",1.2327872495747325,0.25164926795594994,Inf,0.8262892109291291,1.8392644882838536,"Middle/Long Spit - Middle Spit Sanctuary Zone","Shark and ray richness","Poisson","poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",NA,"sharks_rays"
"Bloom","No-take",0.37340774470421934,0.21867826850051705,Inf,0.1184937166945988,1.1767150840956542,"Middle/Long Spit - Middle Spit Sanctuary Zone","Shark and ray richness","Poisson","poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",NA,"sharks_rays"
"Pre-bloom","Fished",0.39988258093474605,0.13222767835812363,Inf,0.2091552902319308,0.7645327945456939,"O'Sullivan","Shark and ray richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"sharks_rays"
"Bloom","Fished",0.024534905648419286,0.027585677230531687,Inf,0.002708575405792451,0.2222428786326219,"O'Sullivan","Shark and ray richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"sharks_rays"
"Pre-bloom","Fished",0.5089730644974964,0.36122115847462055,Inf,0.12664617848864765,2.0454907007493612,"Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone","Shark and ray richness","Poisson","poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",NA,"sharks_rays"
"Bloom","Fished",6.506346112983221e-10,8.491978400311456e-6,Inf,2.220446049250313e-16,NA,"Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone","Shark and ray richness","Poisson","poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",NA,"sharks_rays"
"Pre-bloom","No-take",0.40404091419080446,0.28205869750464535,Inf,0.10285047904365614,1.5872464752531483,"Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone","Shark and ray richness","Poisson","poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",NA,"sharks_rays"
"Bloom","No-take",3.886881538717391e-12,6.531349506371961e-7,Inf,2.220446049250313e-16,NA,"Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone","Shark and ray richness","Poisson","poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",NA,"sharks_rays"
"Pre-bloom","No-take",1.0833333368392286,0.3004625817363041,Inf,0.6290443938462291,1.8657047581829471,"Orcades Bank - Orcades Bank Sanctuary Zone","Shark and ray richness","Poisson","poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable","overall","sharks_rays"
"Pre-bloom","Fished",1.5833333333339374,0.36324154887918975,Inf,1.009934816176705,2.482283415019653,"Port Gibbon - Port Gibbon Sanctuary Zone","Shark and ray richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"sharks_rays"
"Bloom","Fished",0.2500000000144511,0.14433755528789474,Inf,0.0806303619783287,0.775142247581921,"Port Gibbon - Port Gibbon Sanctuary Zone","Shark and ray richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"sharks_rays"
"Pre-bloom","No-take",0.16666666667727126,0.11785112037705615,Inf,0.04168294703024765,0.6664062826737137,"Port Gibbon - Port Gibbon Sanctuary Zone","Shark and ray richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"sharks_rays"
"Bloom","No-take",0.24999999999246336,0.1443375552826017,Inf,0.0806303619665584,0.7751422475587258,"Port Gibbon - Port Gibbon Sanctuary Zone","Shark and ray richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"sharks_rays"
"Pre-bloom","Fished",0.18367827909929324,0.09670862205596509,Inf,0.06544717170768022,0.5154953122125329,"Rapid Head - Rapid Head Sanctuary Zone","Shark and ray richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"sharks_rays"
"Bloom","Fished",0.13110671204005123,0.1427204523755762,Inf,0.015524654790690113,1.1072046479423723,"Rapid Head - Rapid Head Sanctuary Zone","Shark and ray richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"sharks_rays"
"Pre-bloom","No-take",0.10863843522168946,0.061167450264378066,Inf,0.03603508941565694,0.32752269520633454,"Rapid Head - Rapid Head Sanctuary Zone","Shark and ray richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"sharks_rays"
"Bloom","No-take",0.0666264266064716,0.08658435903497813,Inf,0.005217563343654953,0.8507957508069136,"Rapid Head - Rapid Head Sanctuary Zone","Shark and ray richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"sharks_rays"
"Pre-bloom","Fished",0.5852263863213022,0.19047412274862657,Inf,0.3092307109836006,1.1075546867815895,"The Pages - The Pages Sanctuary Zone","Shark and ray richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"sharks_rays"
"Bloom","Fished",0.5468334567443623,0.24034959281462268,Inf,0.23106099807486777,1.2941467054431164,"The Pages - The Pages Sanctuary Zone","Shark and ray richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"sharks_rays"
"Pre-bloom","No-take",0.8410773383139035,0.2633297295966378,Inf,0.45534068123513066,1.553586398444168,"The Pages - The Pages Sanctuary Zone","Shark and ray richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"sharks_rays"
"Bloom","No-take",0.42255312545743845,0.19204349980779226,Inf,0.1733900244581467,1.0297659533288135,"The Pages - The Pages Sanctuary Zone","Shark and ray richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"sharks_rays"
"Pre-bloom","Fished",0.4715619112667008,0.3223550756259191,Inf,0.12349965156694047,1.8005770326969082,"Victor Harbor - Encounter Bay Sanctuary Zone","Shark and ray richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"sharks_rays"
"Bloom","Fished",0.03930981065260374,0.04102039608606508,Inf,0.005084625388368267,0.30390856661309623,"Victor Harbor - Encounter Bay Sanctuary Zone","Shark and ray richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"sharks_rays"
"Pre-bloom","No-take",0.19707893428446543,0.19824578431631945,Inf,0.02744093671822974,1.415407452650774,"Victor Harbor - Encounter Bay Sanctuary Zone","Shark and ray richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"sharks_rays"
"Bloom","No-take",0.4717169101802828,0.4100389149723268,Inf,0.0858571216707469,2.591710961419856,"Victor Harbor - Encounter Bay Sanctuary Zone","Shark and ray richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"sharks_rays"
"Pre-bloom","Fished",0.792345719647242,0.23865722305702083,Inf,0.4390661123746903,1.42987974190899,"Windara Reef - Windara Shell fish Reef Sanctuary Zone","Shark and ray richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"sharks_rays"
